Typ;Name;Latitude;Longitude;Tempolimit;Details
Routenpunkt (Way);Schloss;49.8730229;8.6559796;;Original OSM
Routenpunkt (Way);Marktplatz;49.8729679;8.6559938;30.0;Original OSM
Haltestelle;Schloss;49.8729745;8.6560323;;Bus Stop
Routenpunkt (Way);Marktplatz;49.8729745;8.6560323;30.0;Original OSM
Routenpunkt (Way);Marktplatz;49.8729745;8.6560323;30.0;Original OSM
Routenpunkt (Way);Marktplatz;49.8729407;8.655814666666666;30.0;Interpoliert
Routenpunkt (Way);Schloss;49.8729957;8.6558071;;Original OSM
Routenpunkt (Way);Schloss;49.8730128;8.6558007;;Original OSM
Routenpunkt (Way);Schloss;49.873014366666666;8.655778233333333;;Interpoliert
Routenpunkt (Way);Schloss;49.8729741;8.655669766666668;;Interpoliert
Routenpunkt (Way);Marktplatz;49.8729135;8.655635533333333;30.0;Interpoliert
Routenpunkt (Way);Schloss;49.87298353333333;8.655582666666668;;Interpoliert
Routenpunkt (Way);Schloss;49.8729525;8.655532433333333;;Interpoliert
Haltestelle;Schloss;49.8728863;8.6554564;;Bus Stop
Routenpunkt (Way);Marktplatz;49.8728863;8.6554564;30.0;Original OSM
Routenpunkt (Way);Marktplatz;49.8728863;8.6554564;30.0;Original OSM
Routenpunkt (Way);Schloss;49.8729309;8.6553951;;Original OSM
Routenpunkt (Way);Schloss;49.8729527;8.6553871;;Original OSM
Routenpunkt (Way);Marktplatz;49.8728596;8.6552807;30.0;Original OSM
Routenpunkt (Way);Marktplatz;49.8728596;8.6552807;30.0;Original OSM
Routenpunkt (Way);Marktplatz;49.87283825;8.655085450000001;30.0;Interpoliert
Routenpunkt (Way);Marktplatz;49.8728169;8.6548902;30.0;Original OSM
Routenpunkt (Way);Marktplatz;49.8728004;8.654719700000001;30.0;Interpoliert
Routenpunkt (Way);Marktplatz;49.8727839;8.6545492;30.0;Original OSM
Routenpunkt (Way);Marktplatz;49.8727796;8.6544851;30.0;Original OSM
Routenpunkt (Way);Marktplatz;49.8727801;8.6544389;30.0;Original OSM
Routenpunkt (Way);Marktplatz;49.8727828;8.6544089;30.0;Original OSM
